   40 1134    11.340
   44 1055    10.550
21663    2    0.020
31718    2    0.020
53266    2    0.020
31594    2    0.020
31593    2    0.020
53264    2    0.020
21631    2    0.020
21564    2    0.020
31587    2    0.020
31708    2    0.020
12443    2    0.020
53263    2    0.020
57902    2    0.020
12353    2    0.020
12350    2    0.020
21562    2    0.020
31580    2    0.020
53405    2    0.020
31719    2    0.020
53262    2    0.020
53261    2    0.020
12329    2    0.020
57898    2    0.020
53260    2    0.020
31577    2    0.020
21561    2    0.020
53259    2    0.020
12446    2    0.020
31729    2    0.020
21644    2    0.020
31571    2    0.020
12449    2    0.020
12312    2    0.020
12693    2    0.020
  845    2    0.020
20220    2    0.020
31254    2    0.020
53168    2    0.020
21858    2    0.020
20222    2    0.020
57815    2    0.020
31256    2    0.020
53166    2    0.020
21440    2    0.020
31947    2    0.020
12692    2    0.020
20224    2    0.020
31262    2    0.020
57816    2    0.020
31265    2    0.020
20228    2    0.020
21436    2    0.020
57988    2    0.020
  844    2    0.020
31958    2    0.020
31246    2    0.020
12697    2    0.020
31959    2    0.020
31243    2    0.020
57989    2    0.020
12127    2    0.020
31239    2    0.020
12701    2    0.020
31236    2    0.020
31235    2    0.020
21864    2    0.020
53178    2    0.020
21836    2    0.020
53470    2    0.020
31283    2    0.020
20241    2    0.020
53467    2    0.020
31291    2    0.020
53176    2    0.020
21831    2    0.020
12685    2    0.020
20565    2    0.020
12667    2    0.020
20244    2    0.020
21457    2    0.020
31930    2    0.020
31296    2    0.020
31929    2    0.020
20206    2    0.020
20240    2    0.020
53471    2    0.020
53472    2    0.020
21449    2    0.020
31276    2    0.020
31275    2    0.020
31938    2    0.020
12145    2    0.020
21844    2    0.020
31942    2    0.020
57817    2    0.020
20230    2    0.020
20229    2    0.020
21444    2    0.020
53171    2    0.020
31991    2    0.020
31195    2    0.020
21898    2    0.020
20604    2    0.020
31197    2    0.020
53146    2    0.020
20156    2    0.020
12099    2    0.020
57995    2    0.020
31194    2    0.020
20158    2    0.020
12101    2    0.020
21895    2    0.020
12104    2    0.020
21416    2    0.020
21894    2    0.020
21419    2    0.020
31202    2    0.020
31996    2    0.020
31997    2    0.020
31192    2    0.020
57798    2    0.020
32005    2    0.020
31186    2    0.020
32006    2    0.020
53510    2    0.020
31182    2    0.020
  871    2    0.020
31181    2    0.020
21402    2    0.020
32010    2    0.020
31179    2    0.020
21905    2    0.020
12125    2    0.020
53495    2    0.020
57806    2    0.020
31219    2    0.020
21426    2    0.020
31968    2    0.020
57807    2    0.020
21427    2    0.020
31967    2    0.020
53159    2    0.020
20170    2    0.020
57990    2    0.020
57810    2    0.020
12707    2    0.020
21432    2    0.020
12706    2    0.020
12704    2    0.020
31927    2    0.020
57805    2    0.020
31210    2    0.020
21883    2    0.020
57804    2    0.020
12716    2    0.020
53156    2    0.020
21889    2    0.020
21423    2    0.020
12717    2    0.020
20586    2    0.020
31206    2    0.020
53501    2    0.020
21891    2    0.020
31204    2    0.020
20590    2    0.020
31374    2    0.020
31870    2    0.020
53426    2    0.020
20302    2    0.020
53424    2    0.020
31869    2    0.020
12202    2    0.020
21771    2    0.020
20307    2    0.020
20298    2    0.020
31375    2    0.020
20512    2    0.020
20510    2    0.020
31376    2    0.020
31377    2    0.020
31378    2    0.020
57849    2    0.020
53420    2    0.020
12199    2    0.020
31873    2    0.020
12611    2    0.020
21779    2    0.020
21780    2    0.020
53200    2    0.020
31360    2    0.020
31881    2    0.020
31358    2    0.020
12619    2    0.020
53434    2    0.020
31352    2    0.020
53435    2    0.020
31882    2    0.020
31349    2    0.020
20502    2    0.020
21505    2    0.020
31398    2    0.020
53211    2    0.020
31853    2    0.020
20504    2    0.020
53409    2    0.020
21749    2    0.020
12595    2    0.020
31856    2    0.020
21511    2    0.020
31848    2    0.020
20318    2    0.020
57953    2    0.020
20320    2    0.020
31406    2    0.020
53406    2    0.020
53437    2    0.020
12206    2    0.020
31396    2    0.020
53210    2    0.020
20314    2    0.020
31393    2    0.020
20312    2    0.020
31389    2    0.020
21763    2    0.020
20308    2    0.020
21765    2    0.020
21500    2    0.020
53419    2    0.020
31383    2    0.020
57960    2    0.020
57961    2    0.020
53449    2    0.020
12641    2    0.020
57832    2    0.020
31905    2    0.020
21465    2    0.020
21809    2    0.020
12171    2    0.020
53190    2    0.020
57833    2    0.020
21463    2    0.020
21466    2    0.020
20276    2    0.020
20547    2    0.020
31897    2    0.020
20277    2    0.020
31896    2    0.020
12175    2    0.020
12176    2    0.020
31314    2    0.020
31908    2    0.020
57830    2    0.020
12170    2    0.020
31307    2    0.020
21823    2    0.020
12168    2    0.020
53462    2    0.020
31914    2    0.020
12165    2    0.020
12661    2    0.020
21461    2    0.020
21459    2    0.020
12156    2    0.020
20550    2    0.020
31886    2    0.020
31346    2    0.020
57968    2    0.020
57971    2    0.020
20533    2    0.020
21787    2    0.020
57973    2    0.020
31344    2    0.020
21788    2    0.020
21789    2    0.020
12630    2    0.020
12634    2    0.020
31340    2    0.020
20288    2    0.020
20541    2    0.020
31337    2    0.020
20033    2    0.020
20542    2    0.020
31887    2    0.020
53442    2    0.020
31888    2    0.020
12639    2    0.020
12182    2    0.020
57974    2    0.020
53443    2    0.020
31332    2    0.020
53197    2    0.020
53444    2    0.020
20286    2    0.020
21799    2    0.020
20282    2    0.020
53196    2    0.020
19610    2    0.020
32582    2    0.020
32631    2    0.020
57521    2    0.020
19578    2    0.020
53916    2    0.020
52820    2    0.020
11637    2    0.020
30398    2    0.020
21011    2    0.020
19881    2    0.020
53879    2    0.020
19879    2    0.020
57599    2    0.020
22403    2    0.020
13495    2    0.020
19877    2    0.020
13336    2    0.020
22402    2    0.020
22332    2    0.020
11580    2    0.020
30397    2    0.020
32459    2    0.020
13494    2    0.020
21127    2    0.020
57600    2    0.020
58175    2    0.020
32638    2    0.020
32462    2    0.020
58148    2    0.020
13498    2    0.020
11667    2    0.020
20872    2    0.020
22327    2    0.020
32633    2    0.020
30241    2    0.020
30519    2    0.020
52848    2    0.020
20871    2    0.020
13346    2    0.020
13341    2    0.020
30246    2    0.020
19875    2    0.020
30299    2    0.020
13344    2    0.020
22557    2    0.020
  126    2    0.020
  122    2    0.020
30297    2    0.020
21122    2    0.020
32473    2    0.020
57598    2    0.020
32621    2    0.020
30500    2    0.020
53797    2    0.020
57597    2    0.020
21042    2    0.020
13347    2    0.020
32468    2    0.020
22401    2    0.020
21076    2    0.020
30245    2    0.020
32627    2    0.020
53882    2    0.020
13499    2    0.020
57577    2    0.020
32467    2    0.020
30399    2    0.020
13324    2    0.020
53883    2    0.020
52847    2    0.020
58201    2    0.020
32537    2    0.020
13338    2    0.020
30507    2    0.020
30506    2    0.020
22520    2    0.020
30391    2    0.020
30220    2    0.020
22564    2    0.020
30536    2    0.020
19784    2    0.020
11673    2    0.020
13320    2    0.020
52920    2    0.020
22310    2    0.020
30223    2    0.020
30313    2    0.020
13536    2    0.020
20906    2    0.020
30225    2    0.020
22311    2    0.020
11669    2    0.020
19626    2    0.020
52918    2    0.020
13321    2    0.020
52810    2    0.020
22567    2    0.020
53934    2    0.020
32437    2    0.020
19766    2    0.020
30386    2    0.020
58214    2    0.020
30539    2    0.020
19651    2    0.020
13316    2    0.020
19772    2    0.020
32548    2    0.020
53846    2    0.020
53929    2    0.020
22566    2    0.020
52921    2    0.020
13421    2    0.020
19782    2    0.020
20907    2    0.020
30219    2    0.020
30238    2    0.020
57602    2    0.020
20801    2    0.020
21004    2    0.020
  329    2    0.020
30237    2    0.020
30531    2    0.020
58145    2    0.020
32642    2    0.020
19785    2    0.020
52873    2    0.020
19882    2    0.020
21006    2    0.020
32580    2    0.020
13323    2    0.020
32640    2    0.020
32639    2    0.020
30526    2    0.020
21072    2    0.020
53924    2    0.020
22313    2    0.020
58211    2    0.020
20982    2    0.020
58210    2    0.020
19894    2    0.020
32547    2    0.020
20898    2    0.020
19889    2    0.020
53925    2    0.020
32536    2    0.020
21134    2    0.020
32453    2    0.020
22407    2    0.020
30233    2    0.020
32455    2    0.020
13420    2    0.020
20891    2    0.020
32546    2    0.020
58194    2    0.020
19588    2    0.020
13385    2    0.020
19824    2    0.020
30271    2    0.020
32530    2    0.020
  827    2    0.020
30456    2    0.020
22383    2    0.020
20846    2    0.020
22542    2    0.020
20861    2    0.020
22382    2    0.020
32611    2    0.020
30435    2    0.020
   85    2    0.020
53819    2    0.020
32527    2    0.020
30274    2    0.020
32526    2    0.020
19585    2    0.020
30290    2    0.020
53904    2    0.020
20867    2    0.020
30462    2    0.020
53903    2    0.020
19853    2    0.020
32496    2    0.020
21099    2    0.020
20865    2    0.020
20860    2    0.020
11594    2    0.020
52892    2    0.020
22544    2    0.020
22543    2    0.020
32498    2    0.020
13402    2    0.020
19844    2    0.020
57582    2    0.020
22371    2    0.020
32522    2    0.020
22374    2    0.020
57528    2    0.020
20822    2    0.020
53823    2    0.020
32514    2    0.020
52886    2    0.020
30443    2    0.020
30444    2    0.020
22537    2    0.020
30450    2    0.020
52885    2    0.020
52836    2    0.020
13391    2    0.020
11602    2    0.020
22534    2    0.020
30282    2    0.020
11640    2    0.020
11656    2    0.020
20859    2    0.020
32607    2    0.020
22377    2    0.020
30440    2    0.020
52839    2    0.020
52835    2    0.020
32501    2    0.020
30286    2    0.020
21092    2    0.020
21033    2    0.020
21083    2    0.020
52838    2    0.020
22532    2    0.020
53895    2    0.020
30277    2    0.020
20823    2    0.020
20854    2    0.020
22538    2    0.020
13354    2    0.020
  113    2    0.020
57578    2    0.020
22553    2    0.020
13352    2    0.020
30491    2    0.020
19582    2    0.020
22341    2    0.020
22394    2    0.020
30403    2    0.020
53910    2    0.020
19789    2    0.020
57579    2    0.020
30406    2    0.020
19860    2    0.020
53838    2    0.020
30482    2    0.020
53804    2    0.020
21111    2    0.020
30401    2    0.020
52904    2    0.020
57596    2    0.020
22554    2    0.020
52826    2    0.020
32477    2    0.020
30494    2    0.020
20838    2    0.020
32586    2    0.020
20839    2    0.020
52900    2    0.020
21036    2    0.020
11615    2    0.020
21077    2    0.020
53800    2    0.020
32479    2    0.020
57595    2    0.020
19599    2    0.020
32480    2    0.020
53811    2    0.020
57591    2    0.020
32590    2    0.020
21014    2    0.020
13377    2    0.020
53906    2    0.020
32488    2    0.020
21078    2    0.020
  100    2    0.020
20810    2    0.020
13406    2    0.020
19797    2    0.020
53812    2    0.020
19857    2    0.020
30293    2    0.020
52880    2    0.020
30292    2    0.020
13382    2    0.020
   96    2    0.020
32534    2    0.020
57593    2    0.020
  111    2    0.020
30296    2    0.020
30408    2    0.020
53837    2    0.020
22344    2    0.020
58200    2    0.020
22527    2    0.020
32617    2    0.020
53927    2    0.020
53836    2    0.020
58192    2    0.020
53807    2    0.020
19583    2    0.020
13408    2    0.020
13376    2    0.020
13407    2    0.020
53809    2    0.020
30338    2    0.020
21165    2    0.020
30190    2    0.020
58185    2    0.020
19557    2    0.020
58130    2    0.020
21058    2    0.020
20922    2    0.020
20917    2    0.020
52788    2    0.020
19727    2    0.020
19927    2    0.020
22463    2    0.020
22271    2    0.020
19728    2    0.020
19729    2    0.020
30588    2    0.020
32683    2    0.020
22438    2    0.020
30587    2    0.020
30594    2    0.020
20765    2    0.020
20925    2    0.020
13465    2    0.020
53865    2    0.020
19934    2    0.020
22461    2    0.020
19928    2    0.020
22268    2    0.020
32697    2    0.020
  313    2    0.020
21057    2    0.020
30189    2    0.020
22600    2    0.020
11547    2    0.020
11552    2    0.020
20957    2    0.020
30360    2    0.020
58129    2    0.020
22430    2    0.020
13286    2    0.020
30576    2    0.020
52864    2    0.020
22432    2    0.020
32568    2    0.020
20780    2    0.020
30574    2    0.020
52854    2    0.020
22281    2    0.020
32672    2    0.020
19674    2    0.020
58135    2    0.020
22473    2    0.020
30571    2    0.020
13298    2    0.020
11570    2    0.020
21062    2    0.020
30568    2    0.020
20964    2    0.020
20774    2    0.020
53763    2    0.020
19736    2    0.020
13567    2    0.020
  312    2    0.020
19926    2    0.020
20773    2    0.020
30336    2    0.020
53766    2    0.020
22274    2    0.020
32408    2    0.020
57557    2    0.020
19653    2    0.020
58182    2    0.020
30197    2    0.020
11694    2    0.020
  346    2    0.020
32559    2    0.020
  311    2    0.020
52859    2    0.020
53950    2    0.020
22457    2    0.020
30162    2    0.020
30349    2    0.020
52776    2    0.020
11503    2    0.020
30614    2    0.020
13588    2    0.020
20941    2    0.020
57632    2    0.020
19551    2    0.020
13573    2    0.020
53749    2    0.020
20933    2    0.020
30350    2    0.020
11515    2    0.020
20929    2    0.020
53750    2    0.020
19940    2    0.020
57492    2    0.020
22247    2    0.020
22617    2    0.020
32401    2    0.020
19701    2    0.020
19944    2    0.020
22249    2    0.020
30346    2    0.020
52773    2    0.020
20761    2    0.020
11701    2    0.020
22615    2    0.020
32726    2    0.020
22454    2    0.020
22251    2    0.020
13600    2    0.020
32731    2    0.020
32722    2    0.020
53747    2    0.020
30606    2    0.020
30354    2    0.020
22449    2    0.020
30607    2    0.020
58226    2    0.020
30355    2    0.020
52781    2    0.020
30179    2    0.020
30180    2    0.020
32702    2    0.020
53864    2    0.020
19713    2    0.020
58183    2    0.020
22263    2    0.020
19556    2    0.020
30604    2    0.020
20953    2    0.020
13477    2    0.020
30182    2    0.020
30352    2    0.020
13470    2    0.020
19939    2    0.020
21175    2    0.020
30610    2    0.020
21053    2    0.020
21174    2    0.020
30176    2    0.020
21054    2    0.020
58126    2    0.020
30196    2    0.020
30344    2    0.020
32707    2    0.020
32565    2    0.020
32407    2    0.020
22262    2    0.020
30608    2    0.020
32706    2    0.020
20928    2    0.020
13427    2    0.020
58138    2    0.020
19906    2    0.020
53938    2    0.020
52797    2    0.020
19905    2    0.020
32574    2    0.020
22297    2    0.020
30203    2    0.020
30201    2    0.020
13313    2    0.020
19904    2    0.020
30322    2    0.020
11625    2    0.020
22419    2    0.020
13314    2    0.020
30204    2    0.020
13559    2    0.020
30554    2    0.020
19911    2    0.020
21064    2    0.020
20914    2    0.020
  837    2    0.020
  939    2    0.020
52933    2    0.020
21147    2    0.020
19758    2    0.020
13303    2    0.020
21063    2    0.020
53853    2    0.020
52935    2    0.020
30324    2    0.020
30325    2    0.020
20831    2    0.020
20797    2    0.020
13490    2    0.020
30210    2    0.020
30318    2    0.020
53851    2    0.020
30316    2    0.020
32434    2    0.020
53850    2    0.020
30209    2    0.020
30211    2    0.020
58143    2    0.020
30542    2    0.020
57514    2    0.020
30540    2    0.020
52924    2    0.020
22487    2    0.020
22479    2    0.020
32432    2    0.020
22304    2    0.020
53852    2    0.020
58219    2    0.020
21048    2    0.020
30381    2    0.020
13489    2    0.020
58140    2    0.020
53937    2    0.020
13558    2    0.020
11685    2    0.020
21066    2    0.020
22485    2    0.020
22576    2    0.020
32576    2    0.020
30200    2    0.020
19748    2    0.020
  340    2    0.020
13450    2    0.020
32667    2    0.020
52796    2    0.020
30326    2    0.020
22587    2    0.020
13440    2    0.020
30563    2    0.020
58136    2    0.020
32666    2    0.020
13444    2    0.020
48518    1    0.010
56596    1    0.010
56567    1    0.010
 2589    1    0.010
56597    1    0.010
 2760    1    0.010
47974    1    0.010
56598    1    0.010
47973    1    0.010
48007    1    0.010
56560    1    0.010
48036    1    0.010
47972    1    0.010
45796    1    0.010
57981    1    0.010
 2579    1    0.010
48559    1    0.010
48560    1    0.010
48500    1    0.010
47971    1    0.010
47970    1    0.010
46067    1    0.010
56209    1    0.010
45797    1    0.010
 2783    1    0.010
56218    1    0.010
48504    1    0.010
47988    1    0.010
57986    1    0.010
48552    1    0.010
46068    1    0.010
 2782    1    0.010
45787    1    0.010
48034    1    0.010
56206    1    0.010
57966    1    0.010
48035    1    0.010
56190    1    0.010
56189    1    0.010
47995    1    0.010
48555    1    0.010
48503    1    0.010
48502    1    0.010
48531    1    0.010
56568    1    0.010
56595    1    0.010
58193    1    0.010
57964    1    0.010
56600    1    0.010
48517    1    0.010
48010    1    0.010
48516    1    0.010
58189    1    0.010
56601    1    0.010
46076    1    0.010
48515    1    0.010
56566    1    0.010
57977    1    0.010
56185    1    0.010
58187    1    0.010
45794    1    0.010
56565    1    0.010
56219    1    0.010
45785    1    0.010
57979    1    0.010
57980    1    0.010
48514    1    0.010
56603    1    0.010
56564    1    0.010
56215    1    0.010
46018    1    0.010
56210    1    0.010
48535    1    0.010
57985    1    0.010
56561    1    0.010
56207    1    0.010
56563    1    0.010
47969    1    0.010
56553    1    0.010
48009    1    0.010
57965    1    0.010
56208    1    0.010
56579    1    0.010
56552    1    0.010
57991    1    0.010
46075    1    0.010
56200    1    0.010
48530    1    0.010
58190    1    0.010
46065    1    0.010
48037    1    0.010
48529    1    0.010
 2744    1    0.010
56580    1    0.010
56599    1    0.010
48526    1    0.010
48528    1    0.010
56199    1    0.010
48507    1    0.010
48534    1    0.010
56214    1    0.010
47984    1    0.010
48023    1    0.010
 2775    1    0.010
57984    1    0.010
56213    1    0.010
45799    1    0.010
48031    1    0.010
47983    1    0.010
56555    1    0.010
56212    1    0.010
57983    1    0.010
56586    1    0.010
56205    1    0.010
48541    1    0.010
48533    1    0.010
47982    1    0.010
48542    1    0.010
56573    1    0.010
56588    1    0.010
48022    1    0.010
46049    1    0.010
46048    1    0.010
48033    1    0.010
48027    1    0.010
56203    1    0.010
48028    1    0.010
46051    1    0.010
45790    1    0.010
48029    1    0.010
58186    1    0.010
  402    1    0.010
56577    1    0.010
45789    1    0.010
45798    1    0.010
46063    1    0.010
57978    1    0.010
 2785    1    0.010
48508    1    0.010
48536    1    0.010
46052    1    0.010
56556    1    0.010
46061    1    0.010
56202    1    0.010
 2780    1    0.010
56574    1    0.010
48539    1    0.010
56197    1    0.010
58188    1    0.010
48509    1    0.010
48505    1    0.010
46057    1    0.010
56559    1    0.010
48025    1    0.010
56592    1    0.010
46047    1    0.010
56194    1    0.010
56193    1    0.010
48512    1    0.010
 2585    1    0.010
46056    1    0.010
56593    1    0.010
57975    1    0.010
56585    1    0.010
56569    1    0.010
57987    1    0.010
57976    1    0.010
48018    1    0.010
48017    1    0.010
46053    1    0.010
45800    1    0.010
57982    1    0.010
56198    1    0.010
56192    1    0.010
56191    1    0.010
48016    1    0.010
56217    1    0.010
56557    1    0.010
 2770    1    0.010
48519    1    0.010
46060    1    0.010
56558    1    0.010
56571    1    0.010
48021    1    0.010
47981    1    0.010
48543    1    0.010
46059    1    0.010
58191    1    0.010
 2764    1    0.010
48551    1    0.010
48510    1    0.010
48020    1    0.010
47980    1    0.010
56578    1    0.010
46058    1    0.010
46071    1    0.010
56196    1    0.010
56590    1    0.010
56195    1    0.010
56591    1    0.010
46072    1    0.010
56554    1    0.010
57936    1    0.010
48607    1    0.010
57934    1    0.010
57935    1    0.010
47887    1    0.010
58221    1    0.010
56650    1    0.010
46122    1    0.010
46121    1    0.010
56649    1    0.010
45742    1    0.010
56118    1    0.010
56648    1    0.010
48608    1    0.010
45743    1    0.010
48606    1    0.010
47890    1    0.010
56119    1    0.010
56647    1    0.010
58218    1    0.010
58217    1    0.010
46120    1    0.010
56120    1    0.010
 2796    1    0.010
45744    1    0.010
48612    1    0.010
45739    1    0.010
56111    1    0.010
48616    1    0.010
48615    1    0.010
  401    1    0.010
56112    1    0.010
 2569    1    0.010
47877    1    0.010
47878    1    0.010
56653    1    0.010
45740    1    0.010
57937    1    0.010
47881    1    0.010
 2800    1    0.010
56652    1    0.010
57932    1    0.010
56114    1    0.010
56115    1    0.010
47884    1    0.010
48610    1    0.010
47885    1    0.010
45741    1    0.010
48609    1    0.010
47903    1    0.010
48602    1    0.010
47900    1    0.010
56126    1    0.010
46117    1    0.010
45753    1    0.010
58213    1    0.010
46114    1    0.010
56127    1    0.010
47901    1    0.010
45755    1    0.010
47902    1    0.010
57940    1    0.010
47899    1    0.010
45756    1    0.010
56129    1    0.010
47904    1    0.010
57941    1    0.010
58209    1    0.010
48601    1    0.010
45759    1    0.010
47906    1    0.010
57942    1    0.010
58208    1    0.010
46112    1    0.010
56121    1    0.010
57938    1    0.010
45745    1    0.010
47893    1    0.010
48605    1    0.010
48604    1    0.010
48603    1    0.010
58216    1    0.010
57939    1    0.010
58215    1    0.010
45747    1    0.010
46118    1    0.010
57931    1    0.010
56122    1    0.010
45748    1    0.010
56123    1    0.010
47894    1    0.010
47895    1    0.010
47896    1    0.010
47897    1    0.010
45750    1    0.010
56124    1    0.010
56125    1    0.010
45751    1    0.010
57923    1    0.010
57921    1    0.010
47852    1    0.010
56677    1    0.010
45731    1    0.010
46137    1    0.010
47854    1    0.010
48630    1    0.010
47856    1    0.010
46136    1    0.010
57922    1    0.010
47857    1    0.010
47858    1    0.010
47851    1    0.010
56674    1    0.010
56103    1    0.010
 3593    1    0.010
57924    1    0.010
48629    1    0.010
47860    1    0.010
48628    1    0.010
57925    1    0.010
56673    1    0.010
58224    1    0.010
46130    1    0.010
56682    1    0.010
  397    1    0.010
47842    1    0.010
47843    1    0.010
  398    1    0.010
47845    1    0.010
57915    1    0.010
48633    1    0.010
56102    1    0.010
  399    1    0.010
56684    1    0.010
57917    1    0.010
56671    1    0.010
56681    1    0.010
56680    1    0.010
48632    1    0.010
57918    1    0.010
57919    1    0.010
56679    1    0.010
47848    1    0.010
57920    1    0.010
46138    1    0.010
56678    1    0.010
47850    1    0.010
56660    1    0.010
47871    1    0.010
48622    1    0.010
56663    1    0.010
56662    1    0.010
45738    1    0.010
57929    1    0.010
 2803    1    0.010
47873    1    0.010
46127    1    0.010
46126    1    0.010
57930    1    0.010
56664    1    0.010
48620    1    0.010
56659    1    0.010
48619    1    0.010
  400    1    0.010
56657    1    0.010
56656    1    0.010
 2801    1    0.010
56108    1    0.010
56109    1    0.010
47876    1    0.010
56655    1    0.010
45736    1    0.010
58223    1    0.010
56104    1    0.010
56669    1    0.010
56668    1    0.010
48626    1    0.010
56667    1    0.010
47862    1    0.010
46129    1    0.010
56106    1    0.010
48624    1    0.010
 2828    1    0.010
58207    1    0.010
56666    1    0.010
48623    1    0.010
57927    1    0.010
47866    1    0.010
56107    1    0.010
57928    1    0.010
45737    1    0.010
56665    1    0.010
47868    1    0.010
58222    1    0.010
47870    1    0.010
47950    1    0.010
57952    1    0.010
47946    1    0.010
47947    1    0.010
48574    1    0.010
56624    1    0.010
56623    1    0.010
48573    1    0.010
56172    1    0.010
56622    1    0.010
45777    1    0.010
56173    1    0.010
47949    1    0.010
48576    1    0.010
48572    1    0.010
56174    1    0.010
56621    1    0.010
47952    1    0.010
47953    1    0.010
56175    1    0.010
47954    1    0.010
47955    1    0.010
56620    1    0.010
57955    1    0.010
56619    1    0.010
56169    1    0.010
45774    1    0.010
56163    1    0.010
46091    1    0.010
47939    1    0.010
56164    1    0.010
56630    1    0.010
56629    1    0.010
56165    1    0.010
56628    1    0.010
47941    1    0.010
56168    1    0.010
56176    1    0.010
45776    1    0.010
47942    1    0.010
56170    1    0.010
47943    1    0.010
48578    1    0.010
56171    1    0.010
56626    1    0.010
47945    1    0.010
57950    1    0.010
 3600    1    0.010
56625    1    0.010
57962    1    0.010
56610    1    0.010
57959    1    0.010
46082    1    0.010
56609    1    0.010
56608    1    0.010
47959    1    0.010
48565    1    0.010
56607    1    0.010
46080    1    0.010
47960    1    0.010
56606    1    0.010
46085    1    0.010
56180    1    0.010
56181    1    0.010
45784    1    0.010
48563    1    0.010
47961    1    0.010
57963    1    0.010
56605    1    0.010
56604    1    0.010
56182    1    0.010
56183    1    0.010
56184    1    0.010
48568    1    0.010
47957    1    0.010
47958    1    0.010
46088    1    0.010
45779    1    0.010
56618    1    0.010
48571    1    0.010
48570    1    0.010
45780    1    0.010
48569    1    0.010
56617    1    0.010
46087    1    0.010
47938    1    0.010
48567    1    0.010
56616    1    0.010
56178    1    0.010
56615    1    0.010
56614    1    0.010
57956    1    0.010
45781    1    0.010
56613    1    0.010
56612    1    0.010
56611    1    0.010
57958    1    0.010
48588    1    0.010
46102    1    0.010
47910    1    0.010
57944    1    0.010
56645    1    0.010
48591    1    0.010
 2794    1    0.010
56644    1    0.010
56147    1    0.010
47914    1    0.010
56148    1    0.010
48590    1    0.010
56642    1    0.010
46103    1    0.010
47915    1    0.010
47916    1    0.010
47917    1    0.010
56152    1    0.010
45769    1    0.010
47918    1    0.010
47919    1    0.010
57945    1    0.010
56641    1    0.010
47921    1    0.010
46099    1    0.010
56136    1    0.010
46111    1    0.010
56132    1    0.010
47907    1    0.010
48600    1    0.010
48599    1    0.010
47908    1    0.010
56133    1    0.010
56134    1    0.010
 3598    1    0.010
56135    1    0.010
46109    1    0.010
56640    1    0.010
45764    1    0.010
46107    1    0.010
57943    1    0.010
56141    1    0.010
56142    1    0.010
46105    1    0.010
48595    1    0.010
56143    1    0.010
   73    1    0.010
45766    1    0.010
46104    1    0.010
57949    1    0.010
56159    1    0.010
56636    1    0.010
47929    1    0.010
47930    1    0.010
47931    1    0.010
48585    1    0.010
57947    1    0.010
57948    1    0.010
47932    1    0.010
56160    1    0.010
56161    1    0.010
47928    1    0.010
48583    1    0.010
56633    1    0.010
56632    1    0.010
56162    1    0.010
47933    1    0.010
48582    1    0.010
47934    1    0.010
47935    1    0.010
47936    1    0.010
47937    1    0.010
56631    1    0.010
45772    1    0.010
56154    1    0.010
56639    1    0.010
46098    1    0.010
47923    1    0.010
46097    1    0.010
47924    1    0.010
45770    1    0.010
56155    1    0.010
45771    1    0.010
57946    1    0.010
46096    1    0.010
46077    1    0.010
56156    1    0.010
46095    1    0.010
56157    1    0.010
46094    1    0.010
56158    1    0.010
47925    1    0.010
56638    1    0.010
47927    1    0.010
45773    1    0.010
56637    1    0.010
48586    1    0.010
56296    1    0.010
56406    1    0.010
56291    1    0.010
48397    1    0.010
56405    1    0.010
45934    1    0.010
56292    1    0.010
58088    1    0.010
56293    1    0.010
56294    1    0.010
56403    1    0.010
48396    1    0.010
56295    1    0.010
58087    1    0.010
48395    1    0.010
56402    1    0.010
56297    1    0.010
58089    1    0.010
56298    1    0.010
56399    1    0.010
56398    1    0.010
56396    1    0.010
58090    1    0.010
48393    1    0.010
45930    1    0.010
48237    1    0.010
 2629    1    0.010
56283    1    0.010
56409    1    0.010
48407    1    0.010
58146    1    0.010
58082    1    0.010
56408    1    0.010
 2596    1    0.010
48225    1    0.010
56284    1    0.010
48404    1    0.010
56286    1    0.010
56287    1    0.010
45855    1    0.010
 2628    1    0.010
58084    1    0.010
48229    1    0.010
45936    1    0.010
58085    1    0.010
56288    1    0.010
56289    1    0.010
58086    1    0.010
48400    1    0.010
58144    1    0.010
48399    1    0.010
56290    1    0.010
48255    1    0.010
58096    1    0.010
45924    1    0.010
48251    1    0.010
56308    1    0.010
48252    1    0.010
48253    1    0.010
45923    1    0.010
58097    1    0.010
58098    1    0.010
48386    1    0.010
58099    1    0.010
56309    1    0.010
48250    1    0.010
56391    1    0.010
 3621    1    0.010
48256    1    0.010
  128    1    0.010
56389    1    0.010
56388    1    0.010
 3623    1    0.010
48385    1    0.010
56310    1    0.010
48260    1    0.010
45862    1    0.010
58100    1    0.010
58095    1    0.010
58093    1    0.010
56395    1    0.010
45928    1    0.010
48239    1    0.010
56300    1    0.010
48241    1    0.010
56301    1    0.010
56302    1    0.010
48242    1    0.010
48243    1    0.010
45927    1    0.010
45926    1    0.010
45939    1    0.010
48244    1    0.010
56306    1    0.010
45856    1    0.010
45857    1    0.010
45858    1    0.010
56307    1    0.010
45925    1    0.010
48246    1    0.010
48388    1    0.010
48387    1    0.010
48248    1    0.010
48249    1    0.010
48421    1    0.010
48424    1    0.010
56438    1    0.010
 3615    1    0.010
58065    1    0.010
58066    1    0.010
 2643    1    0.010
48198    1    0.010
58067    1    0.010
 2640    1    0.010
48422    1    0.010
45954    1    0.010
45953    1    0.010
56439    1    0.010
45952    1    0.010
58068    1    0.010
48201    1    0.010
48420    1    0.010
