   40 1134    42.138
   44 1055    37.334
37476    2    0.110
29507    2    0.110
47069    2    0.110
 6216    2    0.110
 1221    2    0.110
47064    2    0.110
41872    2    0.110
48662    2    0.110
40292    2    0.110
49453    2    0.110
43213    2    0.110
51414    2    0.110
56503    2    0.110
17018    2    0.110
 5397    2    0.110
 5398    2    0.110
20541    2    0.110
36710    2    0.110
47253    2    0.110
17011    2    0.110
36709    2    0.110
21940    2    0.110
17026    2    0.110
39631    2    0.110
40827    2    0.110
51439    2    0.110
34731    2    0.110
57860    2    0.110
40507    2    0.110
39607    2    0.110
21931    2    0.110
47230    2    0.110
24049    2    0.110
34708    2    0.110
33992    2    0.110
 5356    2    0.110
 5363    2    0.110
51375    2    0.110
47278    2    0.110
29689    2    0.110
39659    2    0.110
37232    2    0.110
51382    2    0.110
40280    2    0.110
34749    2    0.110
17048    2    0.110
34710    2    0.110
 1419    2    0.110
51396    2    0.110
31022    2    0.110
43197    2    0.110
17035    2    0.110
31023    2    0.110
29672    2    0.110
17027    2    0.110
21912    2    0.110
51546    2    0.110
29620    2    0.110
51560    2    0.110
51570    2    0.110
39568    2    0.110
 5573    2    0.110
40840    2    0.110
36681    2    0.110
21913    2    0.110
16912    2    0.110
40846    2    0.110
51538    2    0.110
33974    2    0.110
16909    2    0.110
36676    2    0.110
34791    2    0.110
40851    2    0.110
33973    2    0.110
16898    2    0.110
24142    2    0.110
24145    2    0.110
16897    2    0.110
43235    2    0.110
43227    2    0.110
47222    2    0.110
37234    2    0.110
33980    2    0.110
37485    2    0.110
29634    2    0.110
34756    2    0.110
51495    2    0.110
29633    2    0.110
31042    2    0.110
24332    2    0.110
34766    2    0.110
43237    2    0.110
33155    2    0.110
51517    2    0.110
56457    2    0.110
34768    2    0.110
 1365    2    0.110
51525    2    0.110
51537    2    0.110
39586    2    0.110
56151    2    0.110
37289    2    0.110
42294    2    0.110
43423    2    0.110
52035    2    0.110
24557    2    0.110
24558    2    0.110
42291    2    0.110
48749    2    0.110
34945    2    0.110
46811    2    0.110
40934    2    0.110
56166    2    0.110
43427    2    0.110
48753    2    0.110
 6716    2    0.110
56138    2    0.110
 6732    2    0.110
16216    2    0.110
16214    2    0.110
52057    2    0.110
16209    2    0.110
31194    2    0.110
20872    2    0.110
43409    2    0.110
51786    2    0.110
20867    2    0.110
56179    2    0.110
20871    2    0.110
46848    2    0.110
56177    2    0.110
46844    2    0.110
43421    2    0.110
34931    2    0.110
43447    2    0.110
39453    2    0.110
39449    2    0.110
33025    2    0.110
52015    2    0.110
24543    2    0.110
46824    2    0.110
49353    2    0.110
48739    2    0.110
52031    2    0.110
  827    2    0.110
 6876    2    0.110
39418    2    0.110
29253    2    0.110
29251    2    0.110
48772    2    0.110
52121    2    0.110
24647    2    0.110
49315    2    0.110
48774    2    0.110
24655    2    0.110
52132    2    0.110
 6806    2    0.110
52146    2    0.110
40953    2    0.110
16067    2    0.110
39397    2    0.110
24676    2    0.110
  801    2    0.110
46759    2    0.110
21685    2    0.110
29232    2    0.110
58043    2    0.110
56130    2    0.110
34954    2    0.110
33892    2    0.110
 6764    2    0.110
29288    2    0.110
31881    2    0.110
21718    2    0.110
43448    2    0.110
52080    2    0.110
41839    2    0.110
43454    2    0.110
33032    2    0.110
52084    2    0.110
41838    2    0.110
52085    2    0.110
58025    2    0.110
33891    2    0.110
34965    2    0.110
33890    2    0.110
21707    2    0.110
52097    2    0.110
37292    2    0.110
33929    2    0.110
29427    2    0.110
46960    2    0.110
16591    2    0.110
16582    2    0.110
57933    2    0.110
16572    2    0.110
20773    2    0.110
43332    2    0.110
24410    2    0.110
51849    2    0.110
49400    2    0.110
16605    2    0.110
16552    2    0.110
57953    2    0.110
31484    2    0.110
24420    2    0.110
43338    2    0.110
46936    2    0.110
21789    2    0.110
43343    2    0.110
29414    2    0.110
24508    2    0.110
34874    2    0.110
16671    2    0.110
43319    2    0.110
40879    2    0.110
51792    2    0.110
16666    2    0.110
 6431    2    0.110
 6439    2    0.110
43320    2    0.110
16637    2    0.110
 1130    2    0.110
31482    2    0.110
46972    2    0.110
24368    2    0.110
51822    2    0.110
16626    2    0.110
36616    2    0.110
43326    2    0.110
31110    2    0.110
16611    2    0.110
20761    2    0.110
16606    2    0.110
43401    2    0.110
36597    2    0.110
57971    2    0.110
41858    2    0.110
  939    2    0.110
29373    2    0.110
56211    2    0.110
46903    2    0.110
40922    2    0.110
34905    2    0.110
43395    2    0.110
46933    2    0.110
57988    2    0.110
16385    2    0.110
43406    2    0.110
51975    2    0.110
  845    2    0.110
29350    2    0.110
56188    2    0.110
33034    2    0.110
40481    2    0.110
16327    2    0.110
29383    2    0.110
51869    2    0.110
51870    2    0.110
16524    2    0.110
24436    2    0.110
51891    2    0.110
49379    2    0.110
20822    2    0.110
29407    2    0.110
16506    2    0.110
31848    2    0.110
38058    2    0.110
20823    2    0.110
56222    2    0.110
56216    2    0.110
29387    2    0.110
51897    2    0.110
31143    2    0.110
39483    2    0.110
29384    2    0.110
20010    9    0.108
 7131    8    0.107
37787    7    0.106
31693    7    0.106
17425    7    0.106
47619    6    0.105
37945    6    0.105
 8689    6    0.105
 4668    6    0.105
23348    6    0.105
 8382    6    0.105
18023    6    0.105
25511    6    0.105
41848    6    0.105
10170    6    0.105
19240    6    0.105
23643    6    0.105
 9150    6    0.105
 4254    6    0.105
 9699    6    0.105
14387    5    0.104
32916    5    0.104
47066    5    0.104
26662    5    0.104
22890    5    0.104
20005    5    0.104
33427    5    0.104
29493    5    0.104
12241    5    0.104
32682    5    0.104
17671    5    0.104
27031    5    0.104
43991    5    0.104
 3722    5    0.104
20999    5    0.104
30174    5    0.104
 6024    5    0.104
52261    5    0.104
14318    5    0.104
44509    5    0.104
35174    5    0.104
54334    5    0.104
 9324    5    0.104
37361    5    0.104
24465    5    0.104
 4645    5    0.104
12879    5    0.104
43224    5    0.104
18467    5    0.104
22498    5    0.104
32952    5    0.104
22906    5    0.104
25890    5    0.104
22625    5    0.104
11586    5    0.104
16357    5    0.104
50932    5    0.104
19280    5    0.104
16420    5    0.104
47689    5    0.104
20949    5    0.104
 3044    5    0.104
38572    5    0.104
31604    5    0.104
25038    5    0.104
22266    5    0.104
15733    5    0.104
45601    5    0.104
26363    5    0.104
41492    5    0.104
 9979    5    0.104
 8728   14    0.104
44794    4    0.103
21574    4    0.103
29055    4    0.103
36752    4    0.103
41896    4    0.103
32943    4    0.103
45107    4    0.103
51267    4    0.103
43614    4    0.103
35858    4    0.103
10667    4    0.103
 7211    4    0.103
35080    4    0.103
 5212    4    0.103
 5368    4    0.103
 4792    4    0.103
42960    4    0.103
34034    4    0.103
17850    4    0.103
40248    4    0.103
 8563    4    0.103
53830    4    0.103
15540    4    0.103
 1793    4    0.103
17728    4    0.103
45123    4    0.103
33254    4    0.103
23576    4    0.103
35925    4    0.103
35358    4    0.103
23583    4    0.103
17683    4    0.103
28133    4    0.103
 9536    4    0.103
17620    4    0.103
38169    4    0.103
34577    4    0.103
27099    4    0.103
51058    4    0.103
43043    4    0.103
17551    4    0.103
17491    4    0.103
 7390    4    0.103
 9146    4    0.103
51857    4    0.103
29425    4    0.103
13586    4    0.103
16613    4    0.103
20745    4    0.103
13563    4    0.103
36259    4    0.103
11326    4    0.103
25952    4    0.103
15999    4    0.103
31098    4    0.103
21840    4    0.103
47043    4    0.103
 6218    4    0.103
31092    4    0.103
45940    4    0.103
16774    4    0.103
21682    4    0.103
20799    4    0.103
38684    4    0.103
44096    4    0.103
29231    4    0.103
24455    4    0.103
20943    4    0.103
46781    4    0.103
16132    4    0.103
39448    4    0.103
16287    4    0.103
13806    4    0.103
29286    4    0.103
 8822    4    0.103
41150    4    0.103
13207    4    0.103
27297    4    0.103
43939    4    0.103
28111    4    0.103
44308    4    0.103
29096    4    0.103
 9353    4    0.103
11289    4    0.103
 1466    4    0.103
20543    4    0.103
17199    4    0.103
15749    4    0.103
54447    4    0.103
17257    4    0.103
15732    4    0.103
32160    4    0.103
27132    4    0.103
13169    4    0.103
41654    4    0.103
32129    4    0.103
21024    4    0.103
21019    4    0.103
40848    4    0.103
27286    4    0.103
14109    4    0.103
11520    4    0.103
 5814    4    0.103
38694    4    0.103
47148    4    0.103
56433    4    0.103
44815    4    0.103
51669    4    0.103
49502    4    0.103
11121    4    0.103
25530    4    0.103
22896    4    0.103
15031    4    0.103
45203    4    0.103
10002    4    0.103
12344    4    0.103
22857    4    0.103
42710    4    0.103
31368    4    0.103
12315    4    0.103
37363    4    0.103
30446    4    0.103
40567    4    0.103
41998    4    0.103
57292    4    0.103
40420    4    0.103
12416    4    0.103
12482    4    0.103
15116    4    0.103
40408    4    0.103
 2580    4    0.103
44555    4    0.103
11147    4    0.103
 4050    4    0.103
39952    4    0.103
46395    4    0.103
  343    4    0.103
12401    4    0.103
12398    4    0.103
 1842    4    0.103
31362    4    0.103
40185    4    0.103
15054    4    0.103
 3455    4    0.103
30537    4    0.103
45348    4    0.103
48090    4    0.103
34238    4    0.103
48091    4    0.103
34232    4    0.103
48232    4    0.103
48123    4    0.103
19183    4    0.103
19441    4    0.103
50067    4    0.103
31586    4    0.103
19533    4    0.103
19562    4    0.103
54931    4    0.103
19568    4    0.103
18817    4    0.103
31610    4    0.103
12212    4    0.103
37024    4    0.103
10075    4    0.103
25465    4    0.103
42552    4    0.103
39165    4    0.103
14716    4    0.103
10071    4    0.103
32861    4    0.103
57543    4    0.103
21336    4    0.103
14873    4    0.103
57553    4    0.103
50339    4    0.103
38902    4    0.103
52629    4    0.103
12563    4    0.103
34081    4    0.103
44876    4    0.103
30205    4    0.103
26997    4    0.103
 4301    4    0.103
25150    4    0.103
20136    4    0.103
18347    4    0.103
28030    4    0.103
25110    4    0.103
52553    4    0.103
 4295    4    0.103
30135    4    0.103
50809    4    0.103
18091    4    0.103
 9724    4    0.103
 7544    4    0.103
25061    4    0.103
46231    4    0.103
15522    4    0.103
34519    4    0.103
 7525    4    0.103
15536    4    0.103
 9607    4    0.103
15207    4    0.103
23017    4    0.103
55614    4    0.103
27962    4    0.103
15183    4    0.103
18701    4    0.103
22244    4    0.103
35935    4    0.103
43856    4    0.103
18594    4    0.103
38181    3    0.102
32068    3    0.102
36369    3    0.102
41769    3    0.102
37381    3    0.102
28707    3    0.102
55577    3    0.102
27520    3    0.102
43512    3    0.102
 7201    3    0.102
31408    3    0.102
55901    3    0.102
10998    3    0.102
44902    3    0.102
 7920    3    0.102
 8202    3    0.102
55880    3    0.102
55505    3    0.102
27503    3    0.102
36414    3    0.102
 6778    3    0.102
55503    3    0.102
43467    3    0.102
28579    3    0.102
21383    3    0.102
10920    3    0.102
28718    3    0.102
41703    3    0.102
43706    3    0.102
11010    3    0.102
 7554    3    0.102
28719    3    0.102
27480    3    0.102
 7580    3    0.102
 6824    3    0.102
29235    3    0.102
28936    3    0.102
 8730    3    0.102
  579    3    0.102
54751    3    0.102
35982    3    0.102
31936    3    0.102
43937    3    0.102
 7752    3    0.102
43673    3    0.102
 8606    3    0.102
  640    3    0.102
58059    3    0.102
38258    3    0.102
42153    3    0.102
43557    3    0.102
 8462    3    0.102
 7120    3    0.102
31440    3    0.102
56026    3    0.102
43945    3    0.102
 7135    3    0.102
38142    3    0.102
44849    3    0.102
37393    3    0.102
43619    3    0.102
54745    3    0.102
43718    3    0.102
41738    3    0.102
 8182    3    0.102
27437    3    0.102
42278    3    0.102
31983    3    0.102
11033    3    0.102
  781    3    0.102
38153    3    0.102
43521    3    0.102
55646    3    0.102
 7833    3    0.102
 7165    3    0.102
36397    3    0.102
37434    3    0.102
42146    3    0.102
29116    3    0.102
 7732    3    0.102
43525    3    0.102
43539    3    0.102
  591    3    0.102
38133    3    0.102
36042    3    0.102
30858    3    0.102
 2331    3    0.102
 4328    3    0.102
 9818    3    0.102
42839    3    0.102
 9821    3    0.102
31541    3    0.102
55130    3    0.102
 9873    3    0.102
30250    3    0.102
 4337    3    0.102
 4188    3    0.102
 4146    3    0.102
30298    3    0.102
32238    3    0.102
27946    3    0.102
42782    3    0.102
30823    3    0.102
 4076    3    0.102
57648    3    0.102
56875    3    0.102
41540    3    0.102
29983    3    0.102
10566    3    0.102
 1831    3    0.102
38567    3    0.102
55217    3    0.102
 4572    3    0.102
 9666    3    0.102
30067    3    0.102
30081    3    0.102
42497    3    0.102
31716    3    0.102
 2064    3    0.102
56916    3    0.102
54856    3    0.102
30134    3    0.102
44764    3    0.102
 4389    3    0.102
32309    3    0.102
44483    3    0.102
 2936    3    0.102
10018    3    0.102
57296    3    0.102
30470    3    0.102
31624    3    0.102
31621    3    0.102
 2787    3    0.102
10301    3    0.102
 3647    3    0.102
27843    3    0.102
27711    3    0.102
44607    3    0.102
42677    3    0.102
44710    3    0.102
 3630    3    0.102
37021    3    0.102
27820    3    0.102
42652    3    0.102
54912    3    0.102
 3408    3    0.102
10228    3    0.102
41988    3    0.102
44556    3    0.102
30806    3    0.102
30330    3    0.102
 4054    3    0.102
27924    3    0.102
38467    3    0.102
30796    3    0.102
27678    3    0.102
36052    3    0.102
 3948    3    0.102
37196    3    0.102
41580    3    0.102
42743    3    0.102
 3872    3    0.102
 3862    3    0.102
37003    3    0.102
44594    3    0.102
27691    3    0.102
30746    3    0.102
10013    3    0.102
29576    3    0.102
29498    3    0.102
42358    3    0.102
38008    3    0.102
42373    3    0.102
36655    3    0.102
56397    3    0.102
31495    3    0.102
 5931    3    0.102
43281    3    0.102
31061    3    0.102
 1173    3    0.102
38400    3    0.102
43246    3    0.102
37985    3    0.102
41659    3    0.102
29622    3    0.102
31041    3    0.102
42384    3    0.102
41655    3    0.102
31809    3    0.102
56243    3    0.102
29316    3    0.102
 6704    3    0.102
 8827    3    0.102
 8831    3    0.102
 8851    3    0.102
41700    3    0.102
  843    3    0.102
  860    3    0.102
37274    3    0.102
43383    3    0.102
32134    3    0.102
  988    3    0.102
43353    3    0.102
29409    3    0.102
 6498    3    0.102
 6496    3    0.102
 6494    3    0.102
32325    3    0.102
43330    3    0.102
 6315    3    0.102
 5054    3    0.102
 5197    3    0.102
32319    3    0.102
 9400    3    0.102
37923    3    0.102
43126    3    0.102
29805    3    0.102
36784    3    0.102
 1684    3    0.102
41620    3    0.102
 5061    3    0.102
30989    3    0.102
43097    3    0.102
 9462    3    0.102
 9468    3    0.102
29859    3    0.102
43046    3    0.102
57797    3    0.102
41925    3    0.102
 4856    3    0.102
 1767    3    0.102
 5301    3    0.102
 5476    3    0.102
44268    3    0.102
29666    3    0.102
43207    3    0.102
44807    3    0.102
28255    3    0.102
37961    3    0.102
29697    3    0.102
37229    3    0.102
 6744    3    0.102
43178    3    0.102
 9367    3    0.102
37218    3    0.102
36744    3    0.102
31786    3    0.102
 9382    3    0.102
37937    3    0.102
 5225    3    0.102
 5200    3    0.102
20356    3    0.102
22118    3    0.102
20306    3    0.102
45682    3    0.102
24426    3    0.102
33589    3    0.102
12080    3    0.102
22108    3    0.102
18782    3    0.102
24443    3    0.102
38784    3    0.102
18763    3    0.102
40913    3    0.102
53285    3    0.102
20297    3    0.102
46379    3    0.102
16491    3    0.102
22077    3    0.102
18745    3    0.102
22065    3    0.102
32478    3    0.102
40649    3    0.102
41398    3    0.102
25373    3    0.102
20403    3    0.102
46913    3    0.102
24461    3    0.102
51927    3    0.102
46135    3    0.102
49820    3    0.102
23849    3    0.102
52898    3    0.102
40796    3    0.102
20142    3    0.102
26423    3    0.102
26413    3    0.102
34334    3    0.102
26412    3    0.102
34866    3    0.102
16661    3    0.102
38799    3    0.102
18841    3    0.102
17448    3    0.102
52853    3    0.102
23823    3    0.102
14810    3    0.102
54217    3    0.102
20258    3    0.102
20270    3    0.102
25409    3    0.102
33421    3    0.102
45677    3    0.102
47965    3    0.102
48440    3    0.102
23804    3    0.102
16188    3    0.102
16238    3    0.102
18607    3    0.102
20576    3    0.102
51113    3    0.102
11863    3    0.102
49545    3    0.102
47865    3    0.102
25868    3    0.102
21903    3    0.102
46423    3    0.102
45757    3    0.102
25877    3    0.102
11843    3    0.102
46417    3    0.102
34956    3    0.102
54361    3    0.102
52081    3    0.102
18565    3    0.102
52087    3    0.102
47457    3    0.102
34964    3    0.102
18552    3    0.102
24624    3    0.102
52729    3    0.102
40676    3    0.102
15074    3    0.102
34927    3    0.102
26915    3    0.102
11973    3    0.102
53799    3    0.102
33618    3    0.102
51934    3    0.102
48537    3    0.102
51938    3    0.102
20432    3    0.102
53771    3    0.102
38771    3    0.102
22004    3    0.102
26312    3    0.102
16318    3    0.102
49827    3    0.102
24516    3    0.102
48575    3    0.102
16313    3    0.102
20496    3    0.102
34377    3    0.102
24536    3    0.102
46093    3    0.102
53739    3    0.102
50575    3    0.102
11880    3    0.102
32646    3    0.102
49565    3    0.102
19605    3    0.102
17085    3    0.102
19554    3    0.102
34252    3    0.102
19559    3    0.102
19561    3    0.102
19563    3    0.102
26642    3    0.102
22732    3    0.102
34181    3    0.102
14517    3    0.102
19124    3    0.102
41302    3    0.102
50031    3    0.102
48196    3    0.102
34259    3    0.102
32798    3    0.102
22489    3    0.102
40040    3    0.102
25576    3    0.102
51362    3    0.102
39666    3    0.102
50284    3    0.102
17147    3    0.102
19662    3    0.102
39678    3    0.102
17153    3    0.102
32538    3    0.102
19215    3    0.102
19284    3    0.102
24015    3    0.102
48125    3    0.102
39136    3    0.102
40823    3    0.102
24008    3    0.102
50165    3    0.102
22623    3    0.102
45510    3    0.102
22665    3    0.102
22685    3    0.102
53050    3    0.102
19333    3    0.102
45433    3    0.102
39594    3    0.102
50120    3    0.102
26616    3    0.102
19425    3    0.102
41304    3    0.102
54016    3    0.102
53009    3    0.102
22565    3    0.102
48180    3    0.102
46246    3    0.102
35664    3    0.102
34782    3    0.102
49867    3    0.102
47996    3    0.102
34325    3    0.102
33540    3    0.102
14126    3    0.102
45378    3    0.102
24285    3    0.102
25484    3    0.102
40551    3    0.102
25473    3    0.102
32518    3    0.102
45630    3    0.102
26781    3    0.102
51772    3    0.102
51278    3    0.102
40870    3    0.102
20037    3    0.102
49853    3    0.102
52903    3    0.102
39106    3    0.102
41136    3    0.102
40203    3    0.102
35624    3    0.102
34087    3    0.102
25456    3    0.102
34085    3    0.102
26430    3    0.102
34301    3    0.102
33132    3    0.102
19726    3    0.102
53926    3    0.102
48234    3    0.102
51636    3    0.102
50305    3    0.102
14259    3    0.102
19800    3    0.102
19801    3    0.102
53907    3    0.102
14637    3    0.102
35317    3    0.102
34153    3    0.102
49608    3    0.102
34302    3    0.102
26474    3    0.102
35379    3    0.102
51653    3    0.102
38830    3    0.102
34817    3    0.102
16806    3    0.102
34310    3    0.102
34311    3    0.102
17216    3    0.102
26753    3    0.102
45611    3    0.102
18078    3    0.102
52272    3    0.102
15242    3    0.102
49333    3    0.102
21477    3    0.102
21250    3    0.102
11185    3    0.102
54452    3    0.102
27247    3    0.102
11359    3    0.102
21260    3    0.102
18016    3    0.102
21247    3    0.102
13216    3    0.102
25947    3    0.102
15812    3    0.102
40401    3    0.102
21706    3    0.102
33886    3    0.102
35065    3    0.102
25070    3    0.102
15794    3    0.102
47528    3    0.102
34563    3    0.102
21191    3    0.102
46713    3    0.102
25972    3    0.102
32993    3    0.102
18433    3    0.102
13372    3    0.102
39894    3    0.102
20894    3    0.102
45822    3    0.102
46535    3    0.102
45094    3    0.102
53480    3    0.102
34495    3    0.102
39243    3    0.102
25156    3    0.102
18226    3    0.102
21025    3    0.102
11475    3    0.102
45993    3    0.102
50922    3    0.102
46602    3    0.102
35518    3    0.102
32974    3    0.102
49270    3    0.102
54541    3    0.102
49155    3    0.102
23235    3    0.102
17857    3    0.102
34460    3    0.102
44952    3    0.102
23259    3    0.102
25163    3    0.102
33336    3    0.102
38703    3    0.102
23487    3    0.102
53573    3    0.102
21088    3    0.102
49251    3    0.102
18049    3    0.102
35032    3    0.102
27164    3    0.102
46678    3    0.102
33826    3    0.102
38647    3    0.102
33694    3    0.102
21227    3    0.102
13243    3    0.102
33744    3    0.102
17738    3    0.102
21670    3    0.102
11234    3    0.102
45990    3    0.102
25115    3    0.102
16078    3    0.102
21139    3    0.102
33289    3    0.102
48681    3    0.102
51051    3    0.102
26016    3    0.102
17619    3    0.102
47636    3    0.102
49429    3    0.102
15623    3    0.102
13763    3    0.102
23599    3    0.102
48882    3    0.102
17634    3    0.102
40313    3    0.102
48700    3    0.102
50926    3    0.102
49171    3    0.102
23100    3    0.102
49463    3    0.102
45931    3    0.102
13128    3    0.102
32920    3    0.102
21324    3    0.102
21319    3    0.102
24646    3    0.102
52190    3    0.102
26245    3    0.102
35574    3    0.102
21168    3    0.102
32698    3    0.102
51071    3    0.102
52462    3    0.102
52686    3    0.102
13434    3    0.102
15781    3    0.102
52650    3    0.102
44971    3    0.102
24984    3    0.102
44973    3    0.102
32930    3    0.102
15196    3    0.102
39312    3    0.102
18152    3    0.102
45951    3    0.102
15206    3    0.102
11128    3    0.102
15657    3    0.102
32927    3    0.102
32713    3    0.102
21455    3    0.102
45805    3    0.102
13393    3    0.102
24711    3    0.102
46017    3    0.102
39850    3    0.102
41486    3    0.102
54678    3    0.102
18488    3    0.102
52365    3    0.102
49198    3    0.102
51279    2    0.101
 5247    2    0.101
23504    2    0.101
30018    2    0.101
40804    2    0.101
56832    2    0.101
30064    2    0.101
17210    2    0.101
17188    2    0.101
37850    2    0.101
41894    2    0.101
51298    2    0.101
17174    2    0.101
47567    2    0.101
36741    2    0.101
43163    2    0.101
43161    2    0.101
29742    2    0.101
39691    2    0.101
 4661    2    0.101
 5258    2    0.101
40756    2    0.101
33184    2    0.101
51376    2    0.101
56528    2    0.101
34518    2    0.101
 4586    2    0.101
47276    2    0.101
47273    2    0.101
43193    2    0.101
23980    2    0.101
23451    2    0.101
17921    2    0.101
23981    2    0.101
17922    2    0.101
 4571    2    0.101
29696    2    0.101
 5371    2    0.101
51383    2    0.101
17924    2    0.101
34716    2    0.101
17036    2    0.101
39648    2    0.101
36853    2    0.101
 5388    2    0.101
23431    2    0.101
51411    2    0.101
 4552    2    0.101
39638    2    0.101
42938    2    0.101
17866    2    0.101
17172    2    0.101
37940    2    0.101
39681    2    0.101
56835    2    0.101
 5277    2    0.101
34532    2    0.101
43176    2    0.101
17160    2    0.101
 5284    2    0.101
31789    2    0.101
 4599    2    0.101
43177    2    0.101
39679    2    0.101
56572    2    0.101
33279    2    0.101
39672    2    0.101
51352    2    0.101
29705    2    0.101
51356    2    0.101
23479    2    0.101
17094    2    0.101
17086    2    0.101
17891    2    0.101
23470    2    0.101
17895    2    0.101
34524    2    0.101
50897    2    0.101
31751    2    0.101
33246    2    0.101
41911    2    0.101
17681    2    0.101
29863    2    0.101
34602    2    0.101
47473    2    0.101
36663    2    0.101
43021    2    0.101
47403    2    0.101
23607    2    0.101
47472    2    0.101
51130    2    0.101
23723    2    0.101
 4966    2    0.101
17502    2    0.101
43087    2    0.101
47438    2    0.101
51142    2    0.101
37875    2    0.101
47397    2    0.101
41910    2    0.101
31748    2    0.101
17693    2    0.101
51149    2    0.101
43100    2    0.101
43103    2    0.101
 5088    2    0.101
51003    2    0.101
23767    2    0.101
23768    2    0.101
43111    2    0.101
41901    2    0.101
29920    2    0.101
 4910    2    0.101
23672    2    0.101
43048    2    0.101
34586    2    0.101
23670    2    0.101
34587    2    0.101
17552    2    0.101
17553    2    0.101
17540    2    0.101
43053    2    0.101
34593    2    0.101
29914    2    0.101
51062    2    0.101
34581    2    0.101
36799    2    0.101
36781    2    0.101
17522    2    0.101
51107    2    0.101
36796    2    0.101
 4897    2    0.101
17517    2    0.101
17516    2    0.101
23700    2    0.101
31764    2    0.101
29928    2    0.101
29929    2    0.101
47445    2    0.101
51018    2    0.101
23610    2    0.101
43026    2    0.101
51114    2    0.101
17347    2    0.101
37857    2    0.101
29987    2    0.101
39790    2    0.101
17331    2    0.101
29788    2    0.101
40800    2    0.101
17337    2    0.101
17338    2    0.101
37929    2    0.101
 4775    2    0.101
29980    2    0.101
56634    2    0.101
47520    2    0.101
47326    2    0.101
17370    2    0.101
17374    2    0.101
47330    2    0.101
50956    2    0.101
23533    2    0.101
51241    2    0.101
42976    2    0.101
47316    2    0.101
34655    2    0.101
47546    2    0.101
23869    2    0.101
33196    2    0.101
56589    2    0.101
43146    2    0.101
17265    2    0.101
33194    2    0.101
56831    2    0.101
47299    2    0.101
47370    2    0.101
23586    2    0.101
23769    2    0.101
31747    2    0.101
37864    2    0.101
43004    2    0.101
43118    2    0.101
23775    2    0.101
29832    2    0.101
23781    2    0.101
 4796    2    0.101
23784    2    0.101
17421    2    0.101
50988    2    0.101
 5108    2    0.101
50985    2    0.101
43152    2    0.101
50981    2    0.101
17733    2    0.101
17413    2    0.101
56661    2    0.101
56799    2    0.101
51189    2    0.101
42998    2    0.101
50976    2    0.101
42995    2    0.101
36772    2    0.101
37915    2    0.101
23816    2    0.101
51209    2    0.101
 5149    2    0.101
42994    2    0.101
36553    2    0.101
46734    2    0.101
24709    2    0.101
56078    2    0.101
52209    2    0.101
 6938    2    0.101
56085    2    0.101
16017    2    0.101
43505    2    0.101
16019    2    0.101
24694    2    0.101
38100    2    0.101
52186    2    0.101
24680    2    0.101
24679    2    0.101
16058    2    0.101
24661    2    0.101
43491    2    0.101
46776    2    0.101
43488    2    0.101
24651    2    0.101
40952    2    0.101
52264    2    0.101
43537    2    0.101
24776    2    0.101
56048    2    0.101
52275    2    0.101
15926    2    0.101
29187    2    0.101
38113    2    0.101
46700    2    0.101
52266    2    0.101
39366    2    0.101
52119    2    0.101
35013    2    0.101
15958    2    0.101
35012    2    0.101
38110    2    0.101
15976    2    0.101
46727    2    0.101
38107    2    0.101
15994    2    0.101
16002    2    0.101
46812    2    0.101
29300    2    0.101
29304    2    0.101
 6726    2    0.101
16226    2    0.101
52047    2    0.101
31873    2    0.101
56139    2    0.101
46803    2    0.101
34946    2    0.101
24562    2    0.101
29298    2    0.101
16272    2    0.101
56167    2    0.101
52024    2    0.101
24548    2    0.101
24540    2    0.101
38089    2    0.101
52005    2    0.101
46829    2    0.101
38088    2    0.101
46846    2    0.101
29272    2    0.101
43480    2    0.101
24634    2    0.101
46786    2    0.101
16136    2    0.101
56117    2    0.101
 6797    2    0.101
43472    2    0.101
29264    2    0.101
29267    2    0.101
39428    2    0.101
35028    2    0.101
43464    2    0.101
16160    2    0.101
52082    2    0.101
16166    2    0.101
52065    2    0.101
38094    2    0.101
16196    2    0.101
46796    2    0.101
24579    2    0.101
46597    2    0.101
55960    2    0.101
52410    2    0.101
39314    2    0.101
39315    2    0.101
52401    2    0.101
46580    2    0.101
46587    2    0.101
52398    2    0.101
 7300    2    0.101
52397    2    0.101
55959    2    0.101
15691    2    0.101
46600    2    0.101
 7249    2    0.101
32948    2    0.101
41821    2    0.101
 7226    2    0.101
15708    2    0.101
15718    2    0.101
29093    2    0.101
46606    2    0.101
15625    2    0.101
38173    2    0.101
35116    2    0.101
 7418    2    0.101
29022    2    0.101
39300    2    0.101
38170    2    0.101
52442    2    0.101
55950    2    0.101
46559    2    0.101
52438    2    0.101
40984    2    0.101
39305    2    0.101
40989    2    0.101
32938    2    0.101
52426    2    0.101
35104    2    0.101
15644    2    0.101
43627    2    0.101
31929    2    0.101
24967    2    0.101
 7097    2    0.101
56025    2    0.101
15838    2    0.101
29133    2    0.101
52322    2    0.101
31908    2    0.101
32963    2    0.101
43564    2    0.101
52320    2    0.101
40976    2    0.101
52303    2    0.101
24839    2    0.101
39360    2    0.101
24800    2    0.101
38129    2    0.101
35037    2    0.101
 7090    2    0.101
 7085    2    0.101
 7080    2    0.101
38120    2    0.101
52283    2    0.101
39364    2    0.101
32958    2    0.101
15752    2    0.101
46620    2    0.101
15766    2    0.101
 7180    2    0.101
 7178    2    0.101
15767    2    0.101
15768    2    0.101
29106    2    0.101
